epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,387.025,0.4741,0.65606,0.79459,0.6306,0.58024,0.62365,0.56042,0.46247,1.22374,0.75805,0.000643795,0.000643795,0.000643795
188,388.844,0.50246,0.63154,0.79965,0.54651,0.5625,0.56863,0.50938,0.46837,1.52303,0.75752,0.000638294,0.000638294,0.000638294
189,390.711,0.49255,0.66233,0.79314,0.55018,0.58546,0.56177,0.50644,0.45724,1.30847,0.75913,0.000632793,0.000632793,0.000632793
190,392.474,0.47816,0.68385,0.79096,0.48761,0.53571,0.52542,0.47221,0.45956,1.50227,0.75635,0.000627292,0.000627292,0.000627292
191,394.71,0.47997,0.69702,0.80067,0.55108,0.51309,0.53649,0.48028,0.47459,1.66068,0.76063,0.000621791,0.000621791,0.000621791
192,397.049,0.49232,0.67997,0.7936,0.59306,0.60204,0.60143,0.54247,0.46936,1.30474,0.75931,0.00061629,0.00061629,0.00061629
193,399.484,0.49556,0.66511,0.79928,0.57997,0.61161,0.61104,0.55004,0.47498,1.4543,0.76013,0.000610789,0.000610789,0.000610789
194,402.03,0.46325,0.5917,0.80003,0.64964,0.52041,0.61745,0.55584,0.46665,1.49466,0.7618,0.000605288,0.000605288,0.000605288
195,404.322,0.48868,0.61044,0.78773,0.58651,0.50418,0.56405,0.50577,0.47217,2.00606,0.75973,0.000599787,0.000599787,0.000599787
196,407.86,0.46706,0.64444,0.79277,0.61701,0.59406,0.61426,0.55196,0.46001,1.25583,0.76015,0.000594286,0.000594286,0.000594286
197,409.727,0.47987,0.65831,0.80072,0.52377,0.62946,0.59012,0.52758,0.4682,1.62588,0.76018,0.000588784,0.000588784,0.000588784
198,411.418,0.49619,0.61968,0.79755,0.60789,0.57857,0.59957,0.54174,0.46937,1.47523,0.76165,0.000583283,0.000583283,0.000583283
199,413.471,0.42887,7.51469,0.72638,0.63561,0.55346,0.59086,0.53858,0.44211,1.37604,0.75748,0.000577782,0.000577782,0.000577782
200,415.709,0.46901,0.6486,0.78862,0.4813,0.66253,0.57275,0.51412,0.45956,1.31907,0.75946,0.000572281,0.000572281,0.000572281
201,417.953,0.47034,0.6022,0.78848,0.59336,0.55421,0.56877,0.50729,0.46034,1.59855,0.76133,0.00056678,0.00056678,0.00056678
202,419.796,0.47722,0.60549,0.78902,0.54616,0.63581,0.57442,0.51634,0.47231,1.46729,0.76163,0.000561279,0.000561279,0.000561279
203,421.626,0.49318,0.61965,0.79845,0.53224,0.62063,0.55478,0.49685,0.46697,1.54474,0.75932,0.000555778,0.000555778,0.000555778
204,423.538,0.48176,0.63893,0.78175,0.50504,0.60395,0.55671,0.49713,0.47579,1.57532,0.76256,0.000550277,0.000550277,0.000550277
